days_asymp_lax,days_asymp_strict,total_infected,total_not_detected,students_affected,students_disrupted,panel,panelname,asymp_ratio,beta_aerosol_factor,mu_pip,world,protocol,simulation_number,betaenv,betaindex,index_asymp
13.6,11.2,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,11.6,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
20.8,18,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
43.2,29.2,10,2,40,40,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24,13.2,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
36.8,34.8,12,2,45,45,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,4,0,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16,16,6,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,22.4,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,10.8,5,0,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
25.6,16.4,8,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
25.6,25.6,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16,16,6,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
45.6,12,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
30.4,30.4,6,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24.8,8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,12.4,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
20,20,7,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,16.8,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,9.6,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,11.6,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,14,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,16.4,8,0,35,35,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
57.6,46,9,2,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16.8,11.2,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
23.2,12,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
36,36,6,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,11.2,6,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
35.2,35.2,8,4,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,9.6,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
40.8,40.8,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
25.6,11.6,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,18,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,27.2,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,22.4,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
23.2,11.6,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24.8,23.2,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,15.2,6,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
20,12.4,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,9.6,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,26,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16,16,7,0,35,35,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
49.6,49.6,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
7.2,7.2,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,10,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,18,7,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
18.4,12.8,7,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
32.8,14.4,8,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
33.6,18,8,1,35,35,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,8.8,5,1,15,15,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,15.2,6,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
23.2,14,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
31.2,31.2,6,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
31.2,24.4,8,2,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
32,26.4,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,14.4,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
43.2,17.6,8,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
68,66,10,3,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,12.8,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,1,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,12.4,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
26.4,24.8,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
25.6,22.4,8,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
38.4,27.2,8,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
31.2,29.2,7,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,19.6,7,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
17.6,17.6,5,2,15,15,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,8.8,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,20.4,8,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
26.4,26.4,8,2,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24.8,8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
40.8,37.6,9,3,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
7.2,7.2,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
35.2,19.6,6,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,8,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
20.8,13.6,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
17.6,11.2,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16.8,14.4,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16,8.8,6,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16,8.8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
31.2,22.4,8,2,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,11.2,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24,22.4,8,2,20,21,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,9.2,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,12,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,14.4,5,2,15,15,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,8.8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,20.8,8,1,25,26,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
33.6,28.4,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
38.4,36,8,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
31.2,15.2,8,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,21.6,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,22.4,7,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
17.6,16.4,7,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10.8,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,15.2,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
34.4,32,9,2,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
92,74.4,11,5,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,13.2,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,14,7,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,12.8,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
18.4,18.4,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,12,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
20,20,7,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,12.8,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,16,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
28.8,26.4,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
28.8,16,9,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16.8,11.6,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16.8,11.6,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
43.2,40.8,6,1,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,19.2,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,9.6,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10.8,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
18.4,17.2,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,6,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,11.2,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
7.2,7.2,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
52,52,8,3,15,17,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,25.6,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
42.4,26,9,3,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
27.2,7.2,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,19.6,8,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,12,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,19.2,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,10,6,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,15.2,5,1,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
36,12.4,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,14.8,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
20,20,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
44,40,12,1,45,45,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
51.2,14,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
15.2,14,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,7.6,5,1,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16.8,12,6,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
40,40,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
25.6,25.6,7,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
16.8,16.8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,9.6,5,1,15,15,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
23.2,16.4,6,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10.8,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8,8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,20,21,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,14.8,8,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,17.6,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10.4,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,12.4,6,2,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,8.8,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
48.8,42,9,3,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24.8,10,6,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
36.8,36.8,7,3,15,16,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,10.8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10.8,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,14.4,6,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
8.8,8.8,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
37.6,11.6,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,20,21,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,17.2,7,0,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
34.4,17.2,8,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
22.4,22.4,7,2,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,13.6,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
10.4,10.4,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,7.2,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,10,5,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
65.6,56,9,4,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
51.2,41.6,10,2,35,35,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
31.2,31.2,7,1,30,30,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
19.2,19.2,6,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,5,1,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
24.8,20.4,8,1,20,21,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12,12,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
34.4,34.4,8,3,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
11.2,11.2,5,0,20,21,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
14.4,14.4,6,0,25,26,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
17.6,12.8,6,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
26.4,10.8,6,3,15,15,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
13.6,11.2,6,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
21.6,19.6,7,1,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
12.8,12.8,5,0,25,25,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
9.6,9.6,4,0,20,20,4,"env beta high, index higher",0.8,0.25,2,d,II,4000,0.006,3,0
